CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40392410,DUNKIN' DONUTS,QUEENS,8777,PARSONS BOULEVARD,11432,7185264820,Donuts,02-10-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,A,02-10-16,08/28/2017,Cycle Inspection / Initial Inspection
41282127,LOS TRES POTRILLOS RESTAURANT,QUEENS,11116,ROOSEVELT AVENUE,11368,7185051433,Mexican,04/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,16,,,08/28/2017,Cycle Inspection / Initial Inspection
41544565,MCDERMOTT'S PUB,BRONX,2634,EAST TREMONT AVENUE,10461,7184924490,American,04-02-15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,A,04-02-15,08/28/2017,Cycle Inspection / Initial Inspection
41655931,TREE OF LIFE,BROOKLYN,1518,GATES AVE,11237,7188640885,"Juice, Smoothies, Fruit Salads",03/25/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,03/25/2016,08/28/2017,Cycle Inspection / Initial Inspection
40401506,MINT,BROOKLYN,535,KINGS HIGHWAY,11223,7183390273,Jewish/Kosher,05/15/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,31,,,08/28/2017,Cycle Inspection / Initial Inspection
41713409,DON COGUI,BRONX,565,CITY ISLAND AVE,10464,3479134006,American,02-07-17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,,,08/28/2017,Cycle Inspection / Initial Inspection
40647906,TERRACE ON THE PARK,QUEENS,5211,111 STREET,11368,7185925000,American,10/22/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,56,A,10/22/2014,08/28/2017,Cycle Inspection / Re-inspection
41432917,MAOZ VEGETARIAN TIMES SQUARE,MANHATTAN,558,7 AVENUE,10018,2127770820,Vegetarian,08/23/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,B,08/23/2016,08/28/2017,Cycle Inspection / Re-inspection
41458254,BEST BAGEL & COFFEE,MANHATTAN,225,WEST 35 STREET,10001,2125644409,Bagels/Pretzels,01/27/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,22,A,01/27/2014,08/28/2017,Cycle Inspection / Re-inspection
50054674,FRIENDSHIP FOODS,QUEENS,3622,UNION ST,11354,6463866897,Chinese,09-01-16,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10,,,08/28/2017,Pre-permit (Non-operational) / Initial Inspection
50045752,MOMOTARO JAPANESE,BROOKLYN,6916,18TH AVE,11204,9299201111,Japanese,07-05-16,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41670224,BAHAR MASALA,BROOKLYN,984,CONEY ISLAND AVENUE,11230,7184348088,Afghan,03/27/2014,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,27,A,03/27/2014,08/28/2017,Cycle Inspection / Re-inspection
41304987,KING'S WOK,BROOKLYN,1473,BEDFORD AVENUE,11216,7182215866,Chinese,05/29/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,47,,,08/28/2017,Cycle Inspection / Initial Inspection
40933506,GANNI'S PIZZERIA,BROOKLYN,652,MYRTLE AVENUE,11205,7182549870,Pizza/Italian,03/21/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,03/21/2014,08/28/2017,Cycle Inspection / Initial Inspection
40875639,DON ALEX RESTAURANT,QUEENS,9504,37 AVENUE,11372,7184245187,Peruvian,02/18/2016,Violations were cited in the following area(s).,16A,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.",Not Critical,2,,,08/28/2017,Trans Fat / Initial Inspection
41331720,RONALD PITUSA BAKERY,BRONX,1812,WHITE PLAINS ROAD,10462,7188286917,Bakery,08-12-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,74,,,08/28/2017,Cycle Inspection / Initial Inspection
50010874,LITTLE ITALY PIZZA,MANHATTAN,214,W 92ND ST,10025,2125947817,Pizza/Italian,02/22/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,,,08/28/2017,Cycle Inspection / Initial Inspection
41226130,TACOS MATAMOROS RESTAURANT,BROOKLYN,4508,5 AVENUE,11220,7188717627,Mexican,02-03-15,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,30,,,08/28/2017,Administrative Miscellaneous / Initial Inspection
41589363,LOCKE'S LOFT,BRONX,4513,MANHATTAN COLLEGE PARKWAY,10471,7188627573,American,03/23/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,10,,,08/28/2017,Cycle Inspection / Initial Inspection
50015953,GREEK GRILL,QUEENS,15640,CROSSBAY BLVD,11414,7188439000,Greek,10/19/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,44,,,08/28/2017,Cycle Inspection / Initial Inspection
50018884,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,7302,AUSTIN ST,11375,7185750892,Donuts,03/13/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,46,A,03/13/2017,08/28/2017,Cycle Inspection / Initial Inspection
41637582,KANKI SUSHI,QUEENS,3801,31 STREET,11101,7184723778,Japanese,10-03-13,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,10-03-13,08/28/2017,Cycle Inspection / Initial Inspection
40557901,LA ISLA CUCHIFRITOS,BRONX,15221524,WESTCHESTER AVENUE,10472,7188937591,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/23/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,B,12/23/2015,08/28/2017,Cycle Inspection / Re-inspection
41144024,RIDGEWAY DINER,MANHATTAN,664,6 AVENUE,10010,2127410096,American,04-06-15,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,27,,,08/28/2017,Cycle Inspection / Initial Inspection
41183134,LE CIRQUE,MANHATTAN,151,EAST   58 STREET,10022,2126440202,French,02/17/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,20,A,02/17/2016,08/28/2017,Cycle Inspection / Initial Inspection
41642313,LA ROSA BAKERY,BRONX,155B,EAST  170 STREET,10452,7182934153,Bakery,08-06-14,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,,,08/28/2017,Cycle Inspection / Initial Inspection
40681411,JOE'S SHANGHAI RESTAURANT,MANHATTAN,24,WEST   56 STREET,10019,2123333868,Chinese,02-10-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,B,02-10-16,08/28/2017,Cycle Inspection / Re-inspection
40541670,BAGEL CLUB,QUEENS,20814,CROSS ISLAND PARKWAY,11360,7183524948,Delicatessen,09/15/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,,,08/28/2017,Cycle Inspection / Initial Inspection
50044189,FORTY CARROTS,MANHATTAN,2085,BROADWAY,10023,2126343190,American,06/16/2016,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,20,,,08/28/2017,Cycle Inspection / Initial Inspection
40866315,DOMINO'S,BRONX,2025,WESTCHESTER AVENUE,10462,7185188770,Pizza,06/19/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,06/19/2014,08/28/2017,Cycle Inspection / Initial Inspection
41194762,NEW BEIJING WOK,MANHATTAN,1324,2 AVENUE,10021,2126399418,Chinese,05/14/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,,,08/28/2017,Cycle Inspection / Initial Inspection
41404028,SHINY HOUSE RESTAURANT,QUEENS,21417,JAMAICA AVENUE,11428,7184644248,Chinese,01-08-14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,,,08/28/2017,Cycle Inspection / Initial Inspection
41712926,BEVERLY'S,MANHATTAN,21,ESSEX STREET,10002,2033055634,American,12-08-15,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,,,08/28/2017,Cycle Inspection / Initial Inspection
40560851,MOUSTACHE,MANHATTAN,265,EAST   10 STREET,10009,2122282022,Middle Eastern,04/14/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,16,A,04/14/2015,08/28/2017,Cycle Inspection / Re-inspection
50018113,PAIR WINE AND CHEESE,BROOKLYN,140,ATLANTIC AVE,11201,7185966594,American,04-07-15,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,A,04-07-15,08/28/2017,Cycle Inspection / Initial Inspection
50000719,THE IMMIGRANT TAP ROOM,MANHATTAN,341,E 9TH ST,10003,2126772545,Other,07/30/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
40547031,ISABELA'S MEXICAN CUISINE,BROOKLYN,4412,4 AVENUE,11220,7188326715,Mexican,10-04-16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,,08/28/2017,Cycle Inspection / Initial Inspection
50042747,LANZHOU BEEF NOODLE,QUEENS,13693,37TH AVE,11354,7183592188,Chinese,05-01-17,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,56,A,05-01-17,08/28/2017,Cycle Inspection / Re-inspection
41189470,CARRO CAFE,BROOKLYN,3472,FULTON STREET,11208,7183489406,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09-01-15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,4,,,08/28/2017,Cycle Inspection / Initial Inspection
50018037,CANTON LOUNGE,MANHATTAN,70,MOTT ST,10013,2122198066,Chinese,11/27/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,,,08/28/2017,Cycle Inspection / Initial Inspection
41719609,KOTO SUSHI,BROOKLYN,67 1/2,6 AVENUE,11217,7182303881,Japanese,01/26/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,52,,,08/28/2017,Cycle Inspection / Initial Inspection
50015953,GREEK GRILL,QUEENS,15640,CROSSBAY BLVD,11414,7188439000,Greek,09/25/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,47,C,09/25/2015,08/28/2017,Cycle Inspection / Re-inspection
41690659,NEW PANDA GARDEN,QUEENS,5917,ROOSEVELT AVENUE,11377,7184241038,Chinese,02/16/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,08/28/2017,Cycle Inspection / Initial Inspection
41548756,JIN JIN HONG KONG CAFE,BROOKLYN,6224,18 AVENUE,11204,7182326222,Chinese,12-02-15,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,24,,,08/28/2017,Cycle Inspection / Initial Inspection
41450212,AZOGUENITA BAKERY & RESTAURANT,QUEENS,9123,37 AVENUE,11372,7186511209,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08-11-14,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,19,,,08/28/2017,Cycle Inspection / Initial Inspection
50036056,ALBERTA MEXICAN CUSINE,QUEENS,3781,103RD ST,11368,7188990330,Mexican,10/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,A,10/20/2016,08/28/2017,Cycle Inspection / Re-inspection
40512002,RAINBOW FALAFEL,MANHATTAN,26,EAST   17 STREET,10003,2126918641,Middle Eastern,01/26/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,,,08/28/2017,Cycle Inspection / Initial Inspection
50053355,BEERZAAR,MANHATTAN,213,6TH AVE,10014,2122860014,"Bottled beverages, including water, sodas, juices, etc.",02/13/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27,A,02/13/2017,08/28/2017,Cycle Inspection / Initial Inspection
50014369,The Upsider NYC,MANHATTAN,1004,2ND AVE,10022,9173043634,American,03/29/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,03/29/2016,08/28/2017,Cycle Inspection / Re-inspection
41708034,BRODY'S BAGELS,MANHATTAN,125,FULTON STREET,10038,2126190300,Bagels/Pretzels,05/20/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,39,,,08/28/2017,Cycle Inspection / Initial Inspection
50004932,CONGRESS,BROOKLYN,208,COURT ST,11201,6463398659,American,03/31/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,A,03/31/2016,08/28/2017,Cycle Inspection / Initial Inspection
50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011,6465247409,Asian,07/21/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,,,08/28/2017,Cycle Inspection / Initial Inspection
41706845,PANDA CHINESE RESTAURANT,QUEENS,19617,LINDEN BOULEVARD,11412,7182768282,Chinese,09/13/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,20,,,08/28/2017,Trans Fat / Initial Inspection
40965177,LA GATA GOLOSA #2,QUEENS,8901,37 AVENUE,11372,7186510788,Bakery,05-03-17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,52,B,05-03-17,08/28/2017,Cycle Inspection / Re-inspection
50038638,BREUKELEN BRASSERIE,BROOKLYN,710,NOSTRAND AVE,11216,3474047006,French,04/13/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,04/13/2017,08/28/2017,Cycle Inspection / Re-inspection
50004699,XE LUA RESTAURANT,MANHATTAN,86,MULBERRY ST,10013,2125778887,Vietnamese/Cambodian/Malaysia,05-01-14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,B,05-01-14,08/28/2017,Pre-permit (Operational) / Re-inspection
50019043,NYU COLLEGE OF NURSING CAFE,MANHATTAN,433,1ST AVE,10010,2129925770,CafÃ©/Coffee/Tea,11-04-16,No violations were recorded at the time of this inspection.,,,Not Applicable,63,A,11-04-16,08/28/2017,Cycle Inspection / Initial Inspection
41650789,SIMON SIPS,MANHATTAN,1185,AVENUE OF THE AMERICAS,10036,2123542100,CafÃ©/Coffee/Tea,06/14/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,06/14/2016,08/28/2017,Cycle Inspection / Initial Inspection
41575384,LITTLE ITALY PIZZA,MANHATTAN,2047,BROADWAY,10023,2123628822,Pizza,07/13/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,81,,,08/28/2017,Cycle Inspection / Initial Inspection
50055636,PANDA EXPRESS 2614,BROOKLYN,423,FULTON ST,11201,7182463898,Chinese,04-12-17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41535370,LUKE'S LOBSTER,MANHATTAN,426,AMSTERDAM AVENUE,10024,2128778800,Seafood,06-12-17,Violations were cited in the following area(s).,16D,"Posted caloric content on the menu(s), menu board(s), food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient, in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.",Not Critical,17,,,08/28/2017,Calorie Posting / Initial Inspection
50019181,MADMAN ESPRESSO,MANHATTAN,336,W 37TH ST,10018,6467081111,CafÃ©/Coffee/Tea,05/28/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,,,08/28/2017,Pre-permit (Operational) / Compliance Inspection
50061042,SAN REMO CAFE,MANHATTAN,201,LAFAYETTE ST,10012,3477960520,Other,01-01-00,,,,Not Applicable,9,,,08/28/2017,
50006255,FOREST HILL STATION HOUSE,QUEENS,10611,CONTINENTAL AVENUE,11375,7185445000,American,04/19/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,18,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
50001571,THE SANDWICH SHOP,BROOKLYN,658A,GRAND STREET,11211,7183600737,Sandwiches,08-11-16,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,19,A,08-11-16,08/28/2017,Cycle Inspection / Re-inspection
50046395,CIRO'S PIZZA,QUEENS,171,BEACH 116TH ST,11694,7186346800,Pizza,03-06-17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,03-06-17,08/28/2017,Cycle Inspection / Re-inspection
41069770,PASTICCERIA BRUNO OF GREENWICH VILLAGE,STATEN ISLAND,1650,HYLAN BOULEVARD,10305,7189875859,Bakery,12/18/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,A,12/18/2014,08/28/2017,Cycle Inspection / Re-inspection
50018441,VIVA MIS EMPANADAS,QUEENS,13311,CROSSBAY BLVD,11417,7183227460,Mexican,11/21/2015,Violations were cited in the following area(s).,16A,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.",Not Critical,11,,,08/28/2017,Trans Fat / Initial Inspection
50001798,CYCLONE CAFE,BROOKLYN,1000,SURF AVE,11224,7183735862,American,08-05-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,08/28/2017,Cycle Inspection / Initial Inspection
40740446,TERESA'S GOURMET,BRONX,1298,CROSBY AVE,10461,7188284002,Bakery,08-07-17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,19,A,08-07-17,08/28/2017,Cycle Inspection / Re-inspection
40698537,EL CENTRO,MANHATTAN,824,9 AVENUE,10019,6467636585,Mexican,03-08-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,A,03-08-17,08/28/2017,Cycle Inspection / Initial Inspection
40559546,PASHA TURKISH RESTAURANT,MANHATTAN,64,WEST   71 STREET,10023,2125798751,Turkish,07/16/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,,,08/28/2017,Cycle Inspection / Initial Inspection
41564898,MCDONALD'S,MANHATTAN,688,8 AVENUE,10036,2122213863,Hamburgers,01-02-15,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23,,,08/28/2017,Cycle Inspection / Initial Inspection
41395424,STAND 430 (BURGERS & FRIES),QUEENS,126,ROOSEVELT AVENUE,11368,7185958100,American,06-07-16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,52,A,06-07-16,08/28/2017,Cycle Inspection / Initial Inspection
50000171,CROWN PALACE,STATEN ISLAND,1267,FOREST AVE,10302,7188767888,Chinese,07/21/2014,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,28,A,07/21/2014,08/28/2017,Cycle Inspection / Initial Inspection
41639194,KEUR COUMBA RESTAURANT,MANHATTAN,125,WEST  116 STREET,10026,2128663900,African,03-07-16,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,21,B,03-07-16,08/28/2017,Cycle Inspection / Re-inspection
41459743,EVERYDAY GOURMET DELI,MANHATTAN,369,LEXINGTON AVENUE,10017,2129860500,American,01-09-15,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,34,A,01-09-15,08/28/2017,Cycle Inspection / Re-inspection
50003580,XING WONG BBQ,MANHATTAN,89,E BROADWAY,10002,2127798899,Chinese,09/15/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,2,B,09/15/2015,08/28/2017,Cycle Inspection / Re-inspection
40364715,OLD HOMESTEAD,MANHATTAN,56,9 AVENUE,10011,2122429040,American,06-10-14,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,15,A,06-10-14,08/28/2017,Cycle Inspection / Initial Inspection
41347625,EAT & GO ISTANBUL/NEW YORK,QUEENS,0,JFK AIRPORT,11430,7187512826,Sandwiches,05/21/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,13,,,08/28/2017,Administrative Miscellaneous / Re-inspection
41705967,TROPICAL GRILL RESTAURANT,MANHATTAN,1917,7 AVENUE,10026,2123160316,Spanish,03/14/2016,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,15,,,08/28/2017,Cycle Inspection / Initial Inspection
50002529,LE GRAND COMPTOIR,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,7037237264,Salads,06/21/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,6,A,06/21/2017,08/28/2017,Cycle Inspection / Initial Inspection
50013774,PINGS,MANHATTAN,22,MOTT ST,10013,2126029988,Seafood,08/26/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,,,08/28/2017,Cycle Inspection / Initial Inspection
50004726,Fire Grilled Burgers,STATEN ISLAND,1077,BAY ST,10305,7188161740,American,03/24/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,,,08/28/2017,Cycle Inspection / Initial Inspection
41201799,CHIPOTLE MEXICAN GRILL,MANHATTAN,1221,6 AVENUE,10020,2125758424,Mexican,03-10-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,03-10-17,08/28/2017,Cycle Inspection / Initial Inspection
41154580,CHAO THAI,QUEENS,8503,WHITNEY AVENUE,11373,7184244999,Thai,06/23/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,3,B,06/23/2016,08/28/2017,Cycle Inspection / Re-inspection
50009767,A PLUS THAI PLACE,MANHATTAN,1007,2ND AVE,10022,2122078080,Thai,06/26/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
40738920,GEORGE KEELEY,MANHATTAN,485,AMSTERDAM AVENUE,10024,2128730251,American,05-06-15,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,05-06-15,08/28/2017,Cycle Inspection / Initial Inspection
