activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description
21-07-17,EE0000964,633 S SAN GABRIEL BLVD STE 112,SAN GABRIEL,FA0249196,COM TAM KIEU,CA,91776,A,OW0243489,C & E RESTAURANT GROUP INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,COM TAM KIEU,ACTIVE,PR0197909,90,DA0INFUXS,1,ROUTINE INSPECTION
20-12-17,EE0001014,4786 ADMIRALTY WAY,MARINA DEL REY,FA0051247,THE COUNTER,CA,90292,A,OW0023376,MARINA BURGER LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE COUNTER,ACTIVE,PR0043620,97,DALRIZ9LX,401,OWNER INITIATED ROUTINE INSPECT.
18-08-15,EE0000946,3183 WILSHIRE BLVD STE 186,LOS ANGELES,FA0040355,WASABI JPANESE NOODLE HSE#2,CA,90010,B,OW0021079,LEE JESSE,RESTAURANT (31-60) SEATS HIGH RISK,1635,WASABI JPANESE NOODLE HSE#2,INACTIVE,PR0021525,83,DAQLBCB0U,1,ROUTINE INSPECTION
30-08-17,EE0000924,1964 WESTWOOD BLVD STE #100,LOS ANGELES,FA0011492,BYBLOS,CA,90025,A,OW0039141,WONDER NIGHT LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,BYBLOS,ACTIVE,PR0031038,93,DATX8GDUU,1,ROUTINE INSPECTION
27-12-16,EE0000015,10460 W PICO BLVD,LOS ANGELES,FA0027276,HALFWAY HOUSE,CA,90064,A,OW0009519,"DAVUOD, SHAHROKH",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HALFWAY HOUSE,ACTIVE,PR0045061,93,DAZG2BKPW,1,ROUTINE INSPECTION
22-12-16,EE0000545,24285 MAGIC MOUNTAIN PKWY,VALENCIA,FA0070824,SPROUTS FARMERS MARKETS,CA,91355,A,OW0033830,"SPROUTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,SPROUTS FARMERS MARKETS,ACTIVE,PR0027453,99,DAN2UFHTV,1,ROUTINE INSPECTION
13-01-17,EE0000037,6526 HOLMES AVE,LOS ANGELES,FA0142153,LA CENTRO AMERICANA BAKERY,CA,90001-2128,A,OW0105339,"SANTIAGO, ANTONIO","FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,LA CENTRO AMERICANA BAKERY,ACTIVE,PR0128225,94,DARUJJD3O,1,ROUTINE INSPECTION
16-07-16,EE0000267,16000 E TEMPLE AVE,LA PUENTE,FA0022330,EXPO CENTER SNACK BAR #2,CA,91744,A,OW0008218,CITY OF INDUSTRY,RESTAURANT (0-30) SEATS LOW RISK,1630,EXPO CENTER SNACK BAR #2,ACTIVE,PR0026381,99,DA0624571,1,ROUTINE INSPECTION
05-04-17,EE0000031,12820 WOODRUFF AVE,DOWNEY,FA0052177,THE MISSION CAFE,CA,90242,A,OW0005886,CALVARY CHAPEL OF DOWNEY,RESTAURANT (61-150) SEATS MODERATE RISK,1637,THE MISSION CAFE,ACTIVE,PR0001105,94,DABAVBK7B,1,ROUTINE INSPECTION
08-03-16,EE0001048,5542 W PICO BLVD,LOS ANGELES,FA0009992,BLOOM TO GO,CA,90019,A,OW0003072,"ARNAUD, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,BLOOM TO GO,ACTIVE,PR0012818,94,DAHQ5GPE2,1,ROUTINE INSPECTION
28-06-17,EE0000730,1613 W CARSON ST,TORRANCE,FA0021620,EL TRUINFO MARKET,CA,90501,A,OW0025417,"MUZAMMIL, SYED","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,EL TRUINFO MARKET,ACTIVE,PR0004334,95,DARZWKWEI,1,ROUTINE INSPECTION
12-07-17,EE0000693,6800 RESEDA BLVD STE A,RESEDA,FA0030546,IT'S ALL GOOD HOUSE OF KABOB,CA,91335,A,OW0013158,GHASEMI MEHEI,RESTAURANT (0-30) SEATS HIGH RISK,1632,IT'S ALL GOOD HOUSE OF KABOB,ACTIVE,PR0048108,95,DAPY6X5FH,1,ROUTINE INSPECTION
30-11-17,EE0000258,17490 COLIMA RD STE C,ROWLAND HEIGHTS,FA0226193,FIREHOUSE SUBS,CA,91748,A,OW0230362,"SIDDHU.JM, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,FIREHOUSE SUBS,ACTIVE,PR0181510,97,DAEYHF4F0,1,ROUTINE INSPECTION
07-03-16,EE0000997,607 COLORADO AVE,SANTA MONICA,FA0067611,NINJIN JAPANESE CAFE,CA,90401,A,OW0011388,EUN JEAN LIM INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,NINJIN JAPANESE CAFE,ACTIVE,PR0026898,95,DA0JHWQP0,1,ROUTINE INSPECTION
09-02-17,EE0000873,1425 W ARTESIA BLVD # 34,GARDENA,FA0180558,TERI HAWAII,CA,90248,A,OW0185917,YEON SOOK LEE,RESTAURANT (0-30) SEATS HIGH RISK,1632,TERI HAWAII,ACTIVE,PR0174343,95,DABHXV0CO,1,ROUTINE INSPECTION
18-07-17,EE0000998,1485 N MONTEBELLO BLVD,MONTEBELLO,FA0071665,TACO BELL,CA,90640,A,OW0009389,DANBARD INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,TACO BELL,ACTIVE,PR0038421,98,DAVN51ZHX,1,ROUTINE INSPECTION
28-10-16,EE0000923,6009 N FIGUEROA ST,LOS ANGELES,FA0177221,EL POLLO LOCO #3785,CA,90042,A,OW0039093,WKS RESTAURANT CORP,RESTAURANT (61-150) SEATS HIGH RISK,1638,EL POLLO LOCO #3785,ACTIVE,PR0170185,94,DAKCPFHU5,1,ROUTINE INSPECTION
23-06-16,EE0000999,1620 WILSHIRE BLVD,SANTA MONICA,FA0011969,CAFE TAZZINA,CA,90403,A,OW0018636,KCLTO CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE TAZZINA,INACTIVE,PR0004460,100,DARNA0FXN,1,ROUTINE INSPECTION
28-06-16,EE0000160,413 MAIN ST,EL SEGUNDO,FA0221861,PHO DREAMS,CA,90245,A,OW0226836,PETER T NGUYEN,RESTAURANT (0-30) SEATS HIGH RISK,1632,PHO DREAMS,ACTIVE,PR0176849,91,DAA4MHEX3,1,ROUTINE INSPECTION
26-01-16,EE0000721,701 S BROADWAY UNIT UNIT,LOS ANGELES,FA0002143,7 STAR COFFEE #2,CA,90014,A,OW0019872,"KOO, AHMEIN",RESTAURANT (0-30) SEATS LOW RISK,1630,7 STAR COFFEE #2,INACTIVE,PR0030517,98,DATRKP2SP,1,ROUTINE INSPECTION
03-02-16,EE0000092,2143 W 182ND ST,TORRANCE,FA0167684,THE JOLLY OYSTER,CA,90504,A,OW0130666,"BAJA OYSTER COMPANY, INC","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,THE JOLLY OYSTER,ACTIVE,PR0158065,98,DA9N4GZC0,1,ROUTINE INSPECTION
26-09-17,EE0000182,13119 E PHILADELPHIA ST,WHITTIER,FA0007816,AZABU JAPANESE RESTAURANT,CA,90601,A,OW0031248,"SAITO, KATSUHIKO",RESTAURANT (31-60) SEATS HIGH RISK,1635,AZABU JAPANESE RESTAURANT,ACTIVE,PR0014072,90,DAIUH4U2A,1,ROUTINE INSPECTION
14-06-17,EE0000031,8244 FIRESTONE BLVD,DOWNEY,FA0136778,STARFISH SUSHI,CA,90241,A,OW0099463,"STARFISH SUSHI, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,STARFISH SUSHI,ACTIVE,PR0119998,92,DAXWHP8LG,401,OWNER INITIATED ROUTINE INSPECT.
20-04-16,EE0000724,8326 S WESTERN AVE,LOS ANGELES,FA0073004,TUMBY'S PIZZA,CA,90047,A,OW0036694,TUMBY'S PIZZA EXPRESS INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TUMBY'S PIZZA,ACTIVE,PR0027044,94,DACWVI3Q0,1,ROUTINE INSPECTION
17-11-17,EE0000733,3817 SEPULVEDA BLVD,CULVER CITY,FA0034777,SUBWAY #25468,CA,90230,A,OW0018580,KAUSHIK SUDARSHAN,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #25468,ACTIVE,PR0042698,95,DAWEA68E0,1,ROUTINE INSPECTION
20-12-17,EE0000221,13770 FOOTHILL BLVD STE #6,SYLMAR,FA0016751,NUTRICION DINAMICA,CA,91342,A,OW0101112,"CHAVEZ, OLGA","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,NUTRICION DINAMICA,ACTIVE,PR0025633,93,DAQWXCZBI,1,ROUTINE INSPECTION
23-10-17,EE0000583,632 E FOOTHILL BLVD,AZUSA,FA0139095,TACO KING MEAT MARKET,CA,91702,A,OW0102354,JOSE MALDONADO,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,TACO KING MEAT MARKET,ACTIVE,PR0123475,92,DATEEAAZW,1,ROUTINE INSPECTION
08-03-16,EE0000871,5431 W PICO BLVD,LOS ANGELES,FA0014099,CENTURY LIQUOR,CA,90019,A,OW0021486,LEGESSE FASIKA,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,CENTURY LIQUOR,INACTIVE,PR0042026,90,DAFG42019,1,ROUTINE INSPECTION
27-07-17,EE0000955,8133 W MANCHESTER AVE,PLAYA DEL REY,FA0034717,SUBWAY,CA,90293,A,OW0003055,ARMAN GROUP INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY,ACTIVE,PR0033314,97,DA9JLFEMM,1,ROUTINE INSPECTION
16-05-16,EE0000721,550 S HOPE ST,LOS ANGELES,FA0167406,MARKET CAFE @ 550 S HOPE ST,CA,90071,C,OW0130394,PATINA GROUP NEWCO LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,MARKET CAFE @ 550 S HOPE ST,ACTIVE,PR0157768,77,DA6YFFC8A,1,ROUTINE INSPECTION
05-12-16,EE0000956,2647 W FOOTHILL BLVD,LA CRESCENTA,FA0069582,RITE AID #05538,CA,91214,A,OW0035897,"THRIFTY PAYLESS, INC","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,RITE AID #05538,ACTIVE,PR0019846,96,DA79EVS0B,1,ROUTINE INSPECTION
16-02-16,EE0000145,13321 E SOUTH ST,CERRITOS,FA0069266,RALPHS MARKET #83,CA,90703,A,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,RALPHS - MEAT DEPT,ACTIVE,PR0023157,98,DAPE0MMHB,1,ROUTINE INSPECTION
26-01-16,EE0000523,801 S GLENDALE AVE #3,GLENDALE,FA0136960,LA CUBANA,CA,91205,A,OW0099737,"LA CUBANA RESTAURANT, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,,ACTIVE,PR0120956,94,DAUBQYLVC,1,ROUTINE INSPECTION
18-02-16,EE0000581,11101 VENTURA BLVD,STUDIO CITY,FA0005986,BOLLYWOOD,CA,91604,A,OW0004072,"BASITH, MOHAMMAD",RESTAURANT (0-30) SEATS HIGH RISK,1632,BOLLYWOOD,ACTIVE,PR0038866,90,DA268KJ0I,1,ROUTINE INSPECTION
27-01-16,EE0001014,13759 FIJI WAY,MARINA DEL REY,FA0009332,BETTY-O-FISHING BOAT,CA,90292,A,OW0029926,"REINSCH, MICHAEL",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BETTY-O-FISHING BOAT,ACTIVE,PR0030735,98,DAONANJQ6,1,ROUTINE INSPECTION
29-03-17,EE0000726,7313 BEVERLY BLVD,LOS ANGELES,FA0057515,ANGELINI OSTERIA,CA,90036,A,OW0023974,"MCLAURY, ELIZABETH J",RESTAURANT (31-60) SEATS HIGH RISK,1635,ANGELINI OSTERIA,ACTIVE,PR0031416,97,DAZP6XPMP,1,ROUTINE INSPECTION
30-06-16,EE0001021,3100 E IMPERIAL HWY # 3003,LYNWOOD,FA0030624,RICOS TACOS EL TIO II INC.,CA,90262,A,OW0030140,RICOS TACOS EL TIO II INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,RICOS TACOS EL TIO II INC.,ACTIVE,PR0021344,96,DAWS0AQ10,1,ROUTINE INSPECTION
29-01-16,EE0000826,7801 CANOGA AVE STE #4,CANOGA PARK,FA0034383,STARS CORK N'BOTTLE SHOP,CA,91304,A,OW0018860,"KHALIL, GEORGE","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,STARS CORK N'BOTTLE SHOP,ACTIVE,PR0027263,96,DAAE5LNP0,1,ROUTINE INSPECTION
26-01-16,EE0000558,1076 W PHILLIPS BLVD,POMONA,FA0160845,MERCADOS LA NORIA,CA,91766,A,OW0125781,"COLIBRI, LLC","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MERCADOS LA NORIA (MEAT),ACTIVE,PR0148949,96,DAF9OFDFC,1,ROUTINE INSPECTION
02-02-16,EE0000318,143 S MARYLAND AVE,GLENDALE,FA0163340,KUMADORI SUSHI,CA,91205,A,OW0126962,"DORI SUSHI, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,KUMADORI SUSHI,ACTIVE,PR0151527,95,DA5JPEB06,1,ROUTINE INSPECTION
14-10-15,EE0000232,1450 S SHAMROCK AVE,MONROVIA,FA0033083,SIERRA CAFE,CA,91016,A,OW0003012,ARGONAUT FOOD SERVICES,RESTAURANT (31-60) SEATS HIGH RISK,1635,SIERRA CAFE,ACTIVE,PR0016661,93,DAVIFYGUB,1,ROUTINE INSPECTION
22-05-17,EE0000726,1040 N FAIRFAX AVE,WEST HOLLYWOOD,FA0158188,COFFEE COFFEE,CA,90046,A,OW0123281,"COFFEE COFFEE, LLC",RESTAURANT (0-30) SEATS LOW RISK,1630,COFFEE COFFEE,ACTIVE,PR0146271,92,DAUUVSYQ1,1,ROUTINE INSPECTION
22-06-16,EE0000741,6131 E TELEGRAPH RD,COMMERCE,FA0060182,COMMERCE CASINO BASEMENT FWH,CA,90040,A,OW0005861,CALIFORNIA COMMERCE CLUB INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,COMMERCE CASINO ARENA REST/B,ACTIVE,PR0017354,96,DAFCEDJTG,1,ROUTINE INSPECTION
26-08-15,EE0000730,1129 MANHATTAN AVE,MANHATTAN BEACH,FA0054592,WAHOO'S FISH TACOS,CA,90266,A,OW0020673,LAMKONE RESTAURANT INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,WAHOO'S FISH TACOS,ACTIVE,PR0000408,92,DAYTTYUPQ,1,ROUTINE INSPECTION
02-11-16,EE0000945,1030 N WESTERN AVE,SAN PEDRO,FA0175140,JACARANDA GOURMET,CA,90732,A,OW0181732,"LE MEOW, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,JACARANDA GOURMET,INACTIVE,PR0168251,90,DAWYPRDEW,1,ROUTINE INSPECTION
07-03-16,EE0000721,333 S FIGUEROA ST # 104,LOS ANGELES,FA0023952,THE LA HOTEL DOWNTOWN -  MAIN KITCHEN,CA,90071,A,OW0020022,KSLL NEW WORLD/NEW AGE1 LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE LA HOTEL DOWNTOWN -  MAIN KITCHEN,ACTIVE,PR0026290,95,DA0518550,1,ROUTINE INSPECTION
30-11-17,EE0000852,14650 ROSCOE BLVD,PANORAMA CITY,FA0249286,GOTO@SILOG LLC,CA,91402,A,OW0243566,GOTO@SILOG LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,GOTO@SILOG LLC,ACTIVE,PR0198013,94,DABYBFMBS,1,ROUTINE INSPECTION
30-08-16,EE0000722,215 N WESTERN AVE,LOS ANGELES,FA0044470,PHO 2000 RESTAURANT,CA,90004,A,OW0015786,"HOANG, MAX M",RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO 2000 RESTAURANT,ACTIVE,PR0003583,92,DASTZ0UPO,1,ROUTINE INSPECTION
21-06-16,EE0000360,818 N HILL ST STE K,LOS ANGELES,FA0027678,HILL STREET CAFE & CIGAR,CA,90012,A,OW0020176,"KWONG, ALBERT",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HILL STREET CAFE & CIGAR,ACTIVE,PR0016757,91,DA4CFN4MG,1,ROUTINE INSPECTION
16-05-17,EE0000853,5905 WILSHIRE BLVD,LOS ANGELES,FA0021199,LACMA MAIN KITCHEN,CA,90036,A,OW0035686,THE PATINA GROUP NEWCO LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LACMA MAIN KITCHEN,ACTIVE,PR0016636,97,DA2KD3Y54,1,ROUTINE INSPECTION
18-04-17,EE0000923,2396 GLENDALE BLVD,LOS ANGELES,FA0024904,GINGERGRASS SILVERLAKE LLC,CA,90039,A,OW0013262,GINGERGRASS SILVERLAKE LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,GINGERGRASS SILVERLAKE LLC,ACTIVE,PR0030777,90,DAT0EZVLF,1,ROUTINE INSPECTION
20-07-16,EE0000886,24 W SIERRA MADRE BLVD,SIERRA MADRE,FA0170636,CITTA,CA,91024,B,OW0178158,ARTHUR ANGEL FRANCO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CITTA,INACTIVE,PR0160808,81,DAC0UJJXX,1,ROUTINE INSPECTION
19-04-17,EE0000693,18318 VANOWEN ST,RESEDA,FA0158623,FOOD 4 LESS #348,CA,91335,A,OW0012108,"FOOD 4 LESS, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,FOOD 4 LESS #348 MEAT DEPT.,ACTIVE,PR0146697,99,DAK3RH26P,1,ROUTINE INSPECTION
13-09-16,EE0000451,10859 OXNARD ST,NORTH HOLLYWOOD,FA0039235,VALLARTA SUPERMARKET #9,CA,91606,A,OW0009413,"DANIEL FOOD ENTERPRISES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,VALLARTA SUPERMARKET9 BAKERY,ACTIVE,PR0006845,94,DAO0O50BN,1,ROUTINE INSPECTION
29-11-16,EE0000893,337 E 1ST ST,LOS ANGELES,FA0071300,SUEHIRO,CA,90012,A,OW0034169,SUEHIRO CAFE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SUEHIRO,ACTIVE,PR0038246,91,DAADZWKVT,1,ROUTINE INSPECTION
22-08-16,EE0000709,1552 N CAHUENGA BLVD,LOS ANGELES,FA0174193,SMOKE POUTINERIE,CA,90028,A,OW0180895,"SP SOCAL, LLP",RESTAURANT (0-30) SEATS HIGH RISK,1632,SMOKE POUTINERIE,ACTIVE,PR0167067,96,DA8XZLJGW,1,ROUTINE INSPECTION
13-06-17,EE0000746,5535 YORK BLVD,LOS ANGELES,FA0026969,"GUERRERO'S PRODUCE, INC",CA,90042,B,OW0011961,FLORES ARACELIA,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,"GUERRERO'S PRODUCE, INC",INACTIVE,PR0003050,85,DAZSLQSJG,1,ROUTINE INSPECTION
18-05-16,EE0000730,1615 S PACIFIC COAST HWY,REDONDO BEACH,FA0045942,RIVIERA MEXICAN BAR & GRILL,CA,90277,A,OW0038907,"WILLIAMS, DANIEL",RESTAURANT (61-150) SEATS HIGH RISK,1638,RIVIERA MEXICAN BAR & GRILL,ACTIVE,PR0046481,92,DAR2ADKOO,1,ROUTINE INSPECTION
21-08-17,EE0000873,1199 W ARTESIA BLVD,GARDENA,FA0020332,KRISPY KREME  DOUGHNUTS,CA,90248,A,OW0014014,GREAT CIRCLE FAMILY FOOD LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,KRISPY KREME,ACTIVE,PR0026912,92,DAAYIXU94,1,ROUTINE INSPECTION
12-10-17,EE0000722,165 S WESTERN AVE,LOS ANGELES,FA0062767,GNC K-TOWN,CA,90004,A,OW0019452,"KIM, SAMUEL S","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,GNC K-TOWN,ACTIVE,PR0003963,99,DAR0FMCIX,1,ROUTINE INSPECTION
13-04-16,EE0000999,1620 WILSHIRE BLVD,SANTA MONICA,FA0011969,CAFE TAZZINA,CA,90403,A,OW0018636,KCLTO CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE TAZZINA,INACTIVE,PR0004460,98,DA0NYDA0P,1,ROUTINE INSPECTION
18-07-17,EE0000221,11260 GLENOAKS BLVD,PACOIMA,FA0037432,PACOIMA CHINESE FAST FOOD,CA,91331,A,OW0099639,"KIM, JEONG M.",RESTAURANT (0-30) SEATS HIGH RISK,1632,PACOIMA CHINESE FAST FOOD,INACTIVE,PR0036591,92,DAMIY3P3B,1,ROUTINE INSPECTION
23-01-17,EE0000733,6000 S SEPULVEDA BLVD,CULVER CITY,FA0043036,OLIVE GARDEN,CA,90230,A,OW0025474,"N&D RESTAURANTS, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,OLIVE GARDEN,ACTIVE,PR0029030,98,DAMMYDBGV,1,ROUTINE INSPECTION
04-09-15,EE0000721,333 S ALAMEDA ST STE #301,LOS ANGELES,FA0052697,TSURUMARU UDON,CA,90013,A,OW0015483,HIC USA INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,TSURUMARU UDON,ACTIVE,PR0001703,96,DAFGS3ZE9,1,ROUTINE INSPECTION
03-12-15,EE0000081,5914 S ATLANTIC BLVD,MAYWOOD,FA0026366,GRACE TO GO,CA,90270,A,OW0021132,LEE YOUNG,RESTAURANT (0-30) SEATS HIGH RISK,1632,GRACE TO GO,ACTIVE,PR0030364,91,DAMM0LU0V,1,ROUTINE INSPECTION
20-10-16,EE0000318,915 E COLORADO ST,GLENDALE,FA0057542,ANI RESTAURANT & BANQUET HAL,CA,91205,A,OW0002764,ANI RESTAURANT & BANQUET HAL,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ANI RESTAURANT & BANQUET HAL,ACTIVE,PR0032506,96,DAEJKUM0S,1,ROUTINE INSPECTION
30-08-16,EE0000683,18345 VENTURA BLVD,TARZANA,FA0053769,VIP'S CAFE,CA,91356,A,OW0006092,"CAO, LANRU",RESTAURANT (61-150) SEATS HIGH RISK,1638,VIP'S CAFE,ACTIVE,PR0006027,95,DA6TIWIR0,1,ROUTINE INSPECTION
27-07-16,EE0000684,11521 SANTA MONICA BLVD,LOS ANGELES,FA0009134,CHURROS CALIENTES,CA,90025,A,OW0032406,"SHAKTA, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHURROS CALIENTES,ACTIVE,PR0007156,94,DAIPRNGTN,1,ROUTINE INSPECTION
05-08-15,EE0000847,21532 DEVONSHIRE ST,CHATSWORTH,FA0040750,MUNCH BOX,CA,91311,A,OW0018737,"KENT,MELINDA J DBA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,MUNCH BOX,ACTIVE,PR0046334,91,DAIXFLAHC,1,ROUTINE INSPECTION
30-08-17,EE0000210,6309 LANKERSHIM BLVD,NORTH HOLLYWOOD,FA0039674,MCDONALD'S # 10997,CA,91606,A,OW0030909,RRH LANKERSHIM INC.,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S # 10997,ACTIVE,PR0023329,98,DAMOCK5OX,1,ROUTINE INSPECTION
21-03-17,EE0000730,1644 W CARSON ST STE F,TORRANCE,FA0013434,CARNICERIA EL PECAS,CA,90501,A,OW0006222,"CARNICERIA EL PECAS, INC","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,CARNICERIA EL PECAS,ACTIVE,PR0000099,90,DASVPBRBZ,1,ROUTINE INSPECTION
08-10-15,EE0000401,2005 LOMITA BLVD,LOMITA,FA0002304,7-ELEVEN #19201-C,CA,90717,A,OW0019736,"KLEE,KENNETH","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,7-ELEVEN #19201-C,ACTIVE,PR0043941,92,DAFNSCWA4,1,ROUTINE INSPECTION
01-06-16,EE0000232,1090 HUNTINGTON DR,DUARTE,FA0203679,DICKEY'S BARBECUE PIT,CA,91010,A,OW0208827,D&D BBQ CORP.,RESTAURANT (31-60) SEATS HIGH RISK,1635,DICKEY'S BARBECUE PIT,ACTIVE,PR0176080,98,DAYQ8DCEO,1,ROUTINE INSPECTION
15-03-17,EE0000923,5100 N FIGUEROA ST,LOS ANGELES,FA0023433,FOOD 4 LESS #766,CA,90042,A,OW0012108,"FOOD 4 LESS, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,FOOD 4 LESS #766 - MEAT DEPT,ACTIVE,PR0032487,96,DA3V0VIOV,1,ROUTINE INSPECTION
02-02-17,EE0000395,960 W ARROW HWY,COVINA,FA0061616,EL SUPER #14,CA,91722,A,OW0004937,BODEGA LATINA CORPORATION,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,EL SUPER #14 (MEAT DEPT.),ACTIVE,PR0046936,97,DAP0UVV3D,1,ROUTINE INSPECTION
10-03-16,EE0000693,17400 VICTORY BLVD,VAN NUYS,FA0031041,JOY,CA,91406,A,OW0026888,ORGANIZATION FOR THE NEED OF,RESTAURANT (61-150) SEATS LOW RISK,1636,JOY,ACTIVE,PR0047108,98,DAGIJHACH,1,ROUTINE INSPECTION
09-09-15,EE0000399,29169 HEATHERCLIFF DR # 102,MALIBU,FA0176684,OLLIE'S DUCK & DIVE GASTROPUB,CA,90265,A,OW0182710,"DUCK DIVE GASTROPUB, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,OLLIE'S DUCK & DIVE GASTROPUB,ACTIVE,PR0169566,94,DAZ989I2P,1,ROUTINE INSPECTION
23-05-16,EE0000544,06442 PLATT AVE,WEST HILLS,FA0054359,WEIGHT WATCHERS,CA,91307,A,OW0038556,"WEIGHT WATCHERS NORTH AMERICA, INC.","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,WEIGHT WATCHERS,ACTIVE,PR0039257,99,DAFLGQQWP,1,ROUTINE INSPECTION
16-10-17,EE0000957,733 N WEST KNOLL DR,WEST HOLLYWOOD,FA0020203,KNOLL @ LE PARC,CA,90069,A,OW0021659,LHO LE PARC LESSEE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,KNOLL @ LE PARC,ACTIVE,PR0030446,91,DAP9XQSTE,1,ROUTINE INSPECTION
09-09-16,EE0000633,300 WORLD WAY,LOS ANGELES,FA0239004,BLUE WINDOW,CA,90045,A,OW0002986,"AREAS USA LAX, LLC",RESTAURANT (31-60) SEATS LOW RISK,1633,BLUE WINDOW,ACTIVE,PR0186949,95,DAONSCL2I,1,ROUTINE INSPECTION
14-04-16,EE0000855,403 N CRESCENT DR,BEVERLY HILLS,FA0010226,CRESCENT HOTEL,CA,90210,A,OW0004862,"BLUE HOTEL, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,CRESCENT HOTEL,ACTIVE,PR0047445,100,DA0548584,1,ROUTINE INSPECTION
01-04-16,EE0000822,6613 HOLLYWOOD BLVD,LOS ANGELES,FA0221972,BAJA BEACH BAR,CA,90028,A,OW0226896,BB HWOOD LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BAJA BEACH BAR,ACTIVE,PR0176960,95,DACGVHVPG,1,ROUTINE INSPECTION
11-08-17,EE0000869,621 S WESTERN AVE STE 208-B,LOS ANGELES,FA0249686,KOPAN RAMEN,CA,90005-3042,A,OW0243905,"321 JC, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,KOPAN RAMEN,ACTIVE,PR0198465,95,DAAQEZ1RZ,1,ROUTINE INSPECTION
15-06-16,EE0000886,200 E FOOTHILL BLVD,ARCADIA,FA0027448,PACOS MEXICAN RESTAURANT,CA,91006,A,OW0027449,PANAGIRI INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,PACOS MEXICAN RESTAURANT,ACTIVE,PR0030532,94,DAOKQ6ZYU,1,ROUTINE INSPECTION
